"#","ML #","Address","Condo Fee Includes","St","Original List Price","List Price","Current Price","Condo Fee","RMS Total","Beds","Full Baths","Style","Rooms Above Grade","Half Baths","Ensuite YN","Year Built","# FP","DOM","Stat Date","City"
"1","A2073939","254 Alpine Avenue SW","","S","$579,900","$549,900.00","$540,000.00","","1,503","4","1","3 Storey, Side by Side","8","1","Yes","2022","0","45","10/06/2023","Calgary"
"1","A2072483","58 Valley Ridge Heights NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Sewer, Snow Removal, Trash, Water","S","$535,000","$535,000.00","$540,000.00","$472.00","1,197","3","3","Bungalow","5","0","Yes","1998","1","11","08/21/2023","Calgary"
"1","A2068073","20704 Main Street SE","","S","$556,900","$539,900.00","$539,900.00","","1,584","3","2","2 Storey","6","1","Yes","2022","0","66","09/27/2023","Calgary"
"1","A2054719","20729 Main Street SE","","S","$541,900","$539,900.00","$539,900.00","","1,458","3","2","2 Storey","6","0","Yes","2022","0","83","08/30/2023","Calgary"
"1","A2055859","27 Silverton Glen Green SW","","S","$538,900","$538,900.00","$538,900.00","","1,207","3","1","2 Storey","6","1","No","2023","0","41","07/19/2023","Calgary"
"1","A2099040","101 Aspen Hills Villas","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$535,000","$535,000.00","$538,000.00","$250.15","1,137","3","2","2 Storey","4","1","Yes","2007","0","5","01/03/2024","Calgary"
"1","A2087025","363 Point Mckay Gardens NW","Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal","S","$550,000","$539,900.00","$538,000.00","$649.92","1,474","3","2","2 Storey","6","1","Yes","1978","2","62","12/14/2023","Calgary"
"1","A2080482","51 Cornerstone Path NE","","S","$539,900","$539,900.00","$538,000.00","","1,427","3","2","2 Storey","6","1","Yes","2023","0","23","10/07/2023","Calgary"
"1","A2063520","1222 Carrington Boulevard NW","","S","$549,000","$549,000.00","$538,000.00","","1,413","3","2","Townhouse","6","1","Yes","2019","0","23","07/29/2023","Calgary"
"1","A2082725","1302 Russell Road NE Unit#5","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$549,999","$549,999.00","$537,500.00","$381.76","1,290","2","2","2 and Half Storey","5","1","Yes","2012","0","23","10/17/2023","Calgary"
"1","A2069282","49 Sage Meadows Circle NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$539,900","$539,900.00","$537,500.00","$284.00","1,566","3","2","3 Storey","6","1","Yes","2019","0","13","08/10/2023","Calgary"
"1","A2088397","529 23 Avenue NW Unit#1","Common Area Maintenance","S","$525,000","$525,000.00","$537,000.00","$300.00","1,151","2","3","2 Storey","5","1","Yes","2007","1","7","11/08/2023","Calgary"
"1","A2054147","4011 8 Avenue SW","Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$565,000","$565,000.00","$536,500.00","$253.66","1,194","2","2","2 Storey","5","1","Yes","2018","0","94","09/03/2023","Calgary"
"1","A2091516","326 Alpine Avenue SW","","S","$549,900","$549,900.00","$535,247.00","","1,495","3","2","3 Storey","6","1","Yes","2023","0","38","12/11/2023","Calgary"
"1","A2096168","826 cornerstone Street NE","","S","$544,900","$544,900.00","$535,000.00","","1,418","3","2","2 Storey","5","1","Yes","2023","0","24","12/29/2023","Calgary"
"1","A2081785","32 Creekside Boulevard SW","","S","$524,900","$524,900.00","$535,000.00","","1,416","3","2","2 Storey","6","1","Yes","2023","0","3","09/25/2023","Calgary"
"1","A2078122","250 Redstone Boulevard NE","","S","$524,990","$524,990.00","$535,000.00","","1,376","5","3","2 Storey","3","1","Yes","2018","0","12","09/22/2023","Calgary"
"1","A2071427","3810 65 Street NW","Parking","S","$539,000","$539,000.00","$535,000.00","$1.00","1,701","3","3","3 Storey","2","1","Yes","2022","1","19","08/24/2023","Calgary"
"1","A2064925","21 Sage Meadows Circle NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$539,900","$539,900.00","$535,000.00","$327.00","1,574","3","2","3 Storey","6","1","Yes","2021","0","22","08/04/2023","Calgary"
"1","A2064816","78 Mahogany Drive SE","","S","$539,900","$539,900.00","$535,000.00","","1,198","4","3","2 Storey","6","1","Yes","2015","0","35","08/15/2023","Calgary"
"1","A2057978","75 Sage Meadows Circle NW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$549,900","$549,900.00","$535,000.00","$327.00","1,639","3","2","3 Storey","6","1","Yes","2019","0","29","07/16/2023","Calgary"
"1","A2055890","267 POINT MCKAY Terrace NW","Common Area Maintenance, Insurance, Reserve Fund Contributions, Snow Removal","S","$539,900","$539,900.00","$535,000.00","$405.00","1,300","2","1","5 Level Split","5","1","No","1979","1","26","07/04/2023","Calgary"
"1","A2077619","7411 202 Avenue SE","","S","$539,999","$539,999.00","$534,500.00","","1,400","3","2","2 Storey","5","1","Yes","2023","0","11","09/12/2023","Calgary"
"1","A2097688","1865 Carrington Boulevard","","S","$539,900","$539,900.00","$533,000.00","","1,409","3","2","2 Storey","8","1","Yes","2023","0","6","12/19/2023","Calgary"
"1","A2064434","172 Ascot Point SW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$549,000","$545,000.00","$532,000.00","$356.11","1,407","3","2","3 Storey","6","1","Yes","2013","1","45","08/26/2023","Calgary"
"1","A2063673","110 Ascot Point SW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$529,900","$529,900.00","$531,000.00","$321.37","1,178","2","2","3 Storey","6","1","No","2012","1","13","07/21/2023","Calgary"
"1","A2069339","814 Nolan Hill Boulevard NW","","S","$539,900","$539,900.00","$530,000.00","","1,329","4","3","2 Storey","6","1","Yes","2015","0","20","08/16/2023","Calgary"
"1","A2065993","1536 Cornerstone Boulevard NE","","S","$529,999","$529,999.00","$530,000.00","","1,315","3","3","4 Level Split","5","0","Yes","2016","0","15","08/04/2023","Calgary"
"1","A2065213","383 Wolf Creek Manor SE","","S","$539,000","$539,000.00","$530,000.00","","1,295","2","2","2 Storey","4","1","Yes","2023","0","32","08/18/2023","Calgary"
"1","A2060472","144 Ascot Point SW","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$535,000","$535,000.00","$530,000.00","$321.37","1,133","2","2","3 Storey","5","1","Yes","2013","1","38","07/30/2023","Calgary"
"1","A2057939","1379 148 Avenue NW","","S","$525,000","$539,900.00","$530,000.00","","1,375","3","2","2 Storey","7","1","Yes","2023","0","44","07/28/2023","Calgary"
"1","A2097286","862 Nolan Hill Boulevard NW","","S","$529,900","$529,900.00","$529,900.00","","1,327","4","3","2 Storey","6","1","Yes","2015","0","13","12/22/2023","Calgary"
"1","A2058531","371 Wolf Creek Manor SE","","S","$539,900","$539,900.00","$529,250.00","","1,320","2","2","2 Storey","5","1","Yes","2023","0","15","07/21/2023","Calgary"
"1","A2095963","131 Belvedere Avenue SE","","S","$529,900","$529,900.00","$528,900.00","","1,206","3","2","2 Storey","6","1","Yes","2023","0","20","12/21/2023","Calgary"
"1","A2098400","1448 Carrington Boulevard NW","","S","$549,889","$539,888.00","$527,500.00","","1,397","2","2","2 Storey","6","1","Yes","2019","1","22","01/10/2024","Calgary"
"1","A2068361","111 Wolf Hollow Park SE","","S","$524,900","$524,900.00","$527,000.00","","1,335","3","2","2 Storey","6","1","Yes","2021","0","9","08/05/2023","Calgary"
"1","A2054466","18 Cranbrook Gardens SE","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$524,888","$524,888.00","$526,888.00","$249.56","1,740","3","2","3 Storey","7","1","Yes","2021","0","29","07/06/2023","Calgary"
"1","A2088963","11217 Cityscape Drive NE","","S","$529,999","$529,999.00","$525,500.00","","1,330","3","2","2 Storey","6","1","Yes","2023","0","13","11/02/2023","Calgary"
"1","A2091893","47 Aspen Hills Green SW","Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$524,900","$524,900.00","$525,000.00","$250.16","1,114","3","2","2 Storey","7","1","Yes","2007","0","18","12/04/2023","Calgary"
"1","A2085125","1407 Legacy Circle SE","","S","$524,900","$524,900.00","$525,000.00","","1,232","4","3","2 Storey","6","1","Yes","2017","0","15","10/26/2023","Calgary"
"1","A2079882","7475 202 Avenue SE","","S","$525,000","$525,000.00","$525,000.00","","1,413","3","2","2 Storey","7","1","Yes","2023","0","37","10/27/2023","Calgary"
"1","A2079536","276 Ambleton Street NW","","S","$525,000","$525,000.00","$525,000.00","","1,344","3","2","2 Storey","6","1","Yes","2023","0","41","10/20/2023","Calgary"
"1","A2079488","7467 202 Avenue SE","","S","$519,900","$519,900.00","$525,000.00","","1,418","3","2","2 Storey","7","1","Yes","2023","0","11","09/26/2023","Calgary"
"1","A2078586","11165 Cityscape Drive NE","","S","$529,000","$529,000.00","$525,000.00","","1,399","3","2","2 Storey","6","1","Yes","2023","0","13","09/19/2023","Calgary"
"1","A2077357","57 Aspen Hills Green SW","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal, Trash","S","$525,000","$525,000.00","$525,000.00","$250.00","1,101","3","2","2 Storey","6","1","Yes","2007","0","14","09/13/2023","Calgary"
"1","A2074076","355 Wolf Creek Manor SE","","S","$519,900","$519,900.00","$525,000.00","","1,324","2","2","2 Storey","4","1","Yes","2023","0","30","09/15/2023","Calgary"
"1","A2071981","151 Wolf Creek Avenue SE","","S","$525,000","$525,000.00","$525,000.00","$0.00","1,336","3","2","2 Storey, Side by Side","7","1","Yes","2021","1","14","08/25/2023","Calgary"
"1","A2067296","105 Ascot Manor SW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Snow Removal, Trash","S","$539,000","$539,000.00","$525,000.00","$321.37","1,254","2","2","2 Storey","5","1","No","2013","0","35","08/25/2023","Calgary"
"1","A2067201","80 Point Drive NW","Common Area Maintenance, Professional Management, Snow Removal, Trash","S","$525,000","$525,000.00","$525,000.00","$431.70","1,233","2","1","5 Level Split","6","1","No","1980","1","15","08/04/2023","Calgary"
"1","A2052353","81 Cougar Ridge Landing SW","Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$535,000","$535,000.00","$525,000.00","$595.89","1,586","2","2","2 Storey","7","1","Yes","2013","1","38","07/04/2023","Calgary"
"1","A2051771","1611 28 Avenue SW Unit#103","Heat, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$550,000","$535,000.00","$525,000.00","$790.71","1,633","3","2","2 Storey","7","1","Yes","2016","1","71","08/04/2023","Calgary"
"1","A2093945","37 Carringvue Link NW","","S","$524,900","$524,900.00","$524,900.00","","1,305","3","2","2 Storey","6","1","Yes","2019","0","13","11/30/2023","Calgary"
"1","A2074696","1420 9 Avenue SE Unit#15","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Trash, Water","S","$549,990","$540,000.00","$523,500.00","$440.00","1,170","1","2","3 Storey","5","1","Yes","1995","0","116","12/12/2023","Calgary"
"1","A2096075","818 Cornerstone Street NE","","S","$539,900","$539,900.00","$523,000.00","","1,423","3","2","2 Storey","7","1","Yes","2023","0","33","01/03/2024","Calgary"
"1","A2085925","1729 34 Avenue SW Unit#12","Common Area Maintenance, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$525,000","$525,000.00","$523,000.00","$675.55","1,746","3","2","3 Storey","7","1","Yes","2005","1","21","11/06/2023","Calgary"
"1","A2090815","1120 Sage Hill Grove NW","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$509,900","$509,900.00","$522,500.00","$246.77","1,455","3","3","3 Storey","7","1","Yes","2023","0","9","11/10/2023","Calgary"
"1","A2077842","7443 202 Avenue SE","","S","$529,000","$529,000.00","$522,500.00","","1,416","3","2","2 Storey","6","1","Yes","2022","0","14","09/19/2023","Calgary"
"1","A2083792","3437 42 Street NW Unit#163","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$539,900","$539,900.00","$522,000.00","$582.66","1,686","2","2","2 Storey","6","1","Yes","1980","1","29","10/28/2023","Calgary"
"1","A2059334","49 Aspen Hills Terrace SW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$529,900","$529,900.00","$521,000.00","$295.00","1,116","2","2","2 Storey","5","1","Yes","2009","0","18","07/11/2023","Calgary"
"1","A2097022","46 Wolf Hollow Park SE","","S","$524,900","$524,900.00","$520,000.00","","1,279","3","2","2 Storey, Side by Side","6","1","Yes","2019","0","17","12/29/2023","Calgary"
"1","A2089906","133 Sienna Park Green SW","Amenities of HOA/Condo, Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$514,900","$514,900.00","$520,000.00","$688.88","1,168","3","2","Bungalow","5","1","Yes","1997","0","11","11/06/2023","Calgary"
"1","A2087280","1415 Legacy Circle SE","","S","$525,000","$525,000.00","$520,000.00","","1,184","3","3","2 Storey","5","1","Yes","2017","0","14","10/27/2023","Calgary"
"1","A2086395","157 Ascot Point SW","Common Area Maintenance, Reserve Fund Contributions, Snow Removal","S","$526,950","$526,950.00","$520,000.00","$295.00","1,207","2","2","Townhouse","5","1","Yes","2013","0","21","10/30/2023","Calgary"
"1","A2083208","117 Mckenzie Towne Drive SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$499,000","$499,000.00","$520,000.00","$339.41","1,593","3","2","3 Storey","6","1","Yes","2003","0","13","10/08/2023","Calgary"
"1","A2079191","366 Belmont Avenue SW","","S","$529,900","$529,900.00","$520,000.00","","1,208","3","2","2 Storey","7","1","Yes","2019","0","22","09/30/2023","Calgary"
"1","A2078792","14225 1 Street NW Unit#104","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$539,900","$529,900.00","$520,000.00","$262.61","1,524","4","2","3 Storey","8","1","Yes","2023","0","25","10/02/2023","Calgary"
"1","A2077315","35 Cornerstone Path NE","","S","$569,900","$549,900.00","$520,000.00","","1,428","3","2","2 Storey","6","1","Yes","2023","0","36","10/05/2023","Calgary"
"1","A2076139","8537 8A Avenue SW","Common Area Maintenance, Heat, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Water","S","$550,000","$525,000.00","$520,000.00","$855.27","1,504","3","2","3 Storey","5","1","Yes","2017","0","23","09/19/2023","Calgary"
"1","A2076009","54 Discovery Heights SW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$525,000","$525,000.00","$520,000.00","$501.06","1,474","3","1","2 Storey","7","1","No","2000","1","35","09/30/2023","Calgary"
"1","A2075452","402 2 Avenue NE Unit#105","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions","S","$519,999","$519,999.00","$520,000.00","$398.56","1,197","2","2","3 Storey","6","1","Yes","1994","1","22","09/15/2023","Calgary"
"1","A2071281","14225 1 Street NW Unit#604","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions","S","$524,900","$524,900.00","$520,000.00","$263.86","1,574","3","2","3 Storey","7","1","Yes","2023","0","9","08/26/2023","Calgary"
"1","A2065803","448 Strathcona Drive SW Unit#6","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$525,000","$525,000.00","$520,000.00","$656.59","1,804","3","2","2 Storey","7","2","Yes","1980","2","20","08/04/2023","Calgary"
"1","A2056116","9 Savanna Manor NE","","S","$549,900","$549,900.00","$519,999.99","","1,300","3","2","2 Storey","6","1","Yes","2023","0","37","07/16/2023","Calgary"
"1","A2095987","327 Union Avenue SE","","S","$509,900","$519,900.00","$519,900.00","","1,259","3","2","2 Storey","6","1","Yes","2023","0","40","01/10/2024","Calgary"
